Experiment,Dist,N,M,Replica,Seed,Algo,Params,Time,Obj,Status,Gap,Nodes
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=1.0s",1.0,209,HEURISTIC_RPD,14.207650273224044,4543
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=5.0s",5.0,201,HEURISTIC_RPD,9.836065573770492,23409
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=10.0s",10.0,196,HEURISTIC_RPD,7.103825136612022,47199
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=30.0s",30.0,193,HEURISTIC_RPD,5.46448087431694,143023
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=60.0s",60.0,193,HEURISTIC_RPD,5.46448087431694,280869
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=0.1s",0.109375,2254,HEURISTIC_RPD,6.521739130434782,463
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=0.5s",0.5,2228,HEURISTIC_RPD,5.293005671077505,1869
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=1.0s",1.0,2212,HEURISTIC_RPD,4.536862003780719,3385
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=5.0s",5.0,2185,HEURISTIC_RPD,3.260869565217391,18140
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=10.0s",10.0,2172,HEURISTIC_RPD,2.6465028355387523,35087
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=30.0s",30.0,2155,HEURISTIC_RPD,1.8431001890359167,99711
pilot_c_convergence,job_correlated,200,5,0,2359,IG,"d=6,T=0.1,t=60.0s",60.0,2144,HEURISTIC_RPD,1.3232514177693762,210221
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=0.1s",0.109375,2201,HEURISTIC_RPD,7.523204689789936,342
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=0.5s",0.5,2173,HEURISTIC_RPD,6.155349291646312,1711
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=1.0s",1.0,2144,HEURISTIC_RPD,4.738641914997557,3719
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=5.0s",5.0,2123,HEURISTIC_RPD,3.7127503663898387,17451
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=10.0s",10.0,2115,HEURISTIC_RPD,3.321934538348803,34370
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=30.0s",30.0,2085,HEURISTIC_RPD,1.8563751831949193,107970
pilot_c_convergence,job_correlated,200,5,1,2360,IG,"d=6,T=0.1,t=60.0s",60.0,2082,HEURISTIC_RPD,1.709819247679531,216996
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=0.1s",0.109375,2158,HEURISTIC_RPD,8.934881373043916,311
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=0.5s",0.5,2091,HEURISTIC_RPD,5.552751135790005,1762
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=1.0s",1.0,2081,HEURISTIC_RPD,5.047955577990914,3672
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=5.0s",5.0,2039,HEURISTIC_RPD,2.92781423523473,17960
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=10.0s",10.0,2025,HEURISTIC_RPD,2.221100454316002,36050
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=30.0s",30.0,2019,HEURISTIC_RPD,1.9182231196365473,109365
pilot_c_convergence,job_correlated,200,5,2,2361,IG,"d=6,T=0.1,t=60.0s",60.0,2014,HEURISTIC_RPD,1.6658253407370014,216098
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=0.1s",0.109375,2120,HEURISTIC_RPD,7.4505828687278255,242
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=0.5s",0.5,2079,HEURISTIC_RPD,5.372529143436392,1685
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=1.0s",1.0,2045,HEURISTIC_RPD,3.649265078560568,3574
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=5.0s",5.0,2022,HEURISTIC_RPD,2.4835276229092753,17841
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=10.0s",10.0,2016,HEURISTIC_RPD,2.1794221996958947,35353
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=30.0s",30.0,2008,HEURISTIC_RPD,1.7739483020780538,107956
pilot_c_convergence,job_correlated,200,5,3,2362,IG,"d=6,T=0.1,t=60.0s",60.0,2006,HEURISTIC_RPD,1.6725798276735937,213950
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=0.1s",0.109375,2085,HEURISTIC_RPD,9.56384655806621,276
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=0.5s",0.5,2011,HEURISTIC_RPD,5.675249605885444,1893
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=1.0s",1.0,1998,HEURISTIC_RPD,4.9921177088807145,3717
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=5.0s",5.0,1975,HEURISTIC_RPD,3.783499737256963,17151
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=10.0s",10.0,1951,HEURISTIC_RPD,2.5223331581713087,34699
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=30.0s",30.0,1933,HEURISTIC_RPD,1.5764582238570677,106185
pilot_c_convergence,job_correlated,200,5,4,2363,IG,"d=6,T=0.1,t=60.0s",60.0,1933,HEURISTIC_RPD,1.5764582238570677,214980
pilot_c_convergence,uniform,200,5,0,2354,IG,"d=6,T=0.1,t=0.1s",0.109375,1169,HEURISTIC_RPD,16.550348953140578,276
pilot_c_convergence,uniform,200,5,0,2354,IG,"d=6,T=0.1,t=0.5s",0.5,1060,HEURISTIC_RPD,5.682951146560319,1669
pilot_c_convergence,uniform,200,5,0,2354,IG,"d=6,T=0.1,t=1.0s",1.0,1056,HEURISTIC_RPD,5.284147557328016,3047
pilot_c_convergence,uniform,200,5,0,2354,IG,"d=6,T=0.1,t=5.0s",5.0,1027,HEURISTIC_RPD,2.3928215353938187,16213
pilot_c_convergence,uniform,200,5,0,2354,IG,"d=6,T=0.1,t=10.0s",10.0,1025,HEURISTIC_RPD,2.1934197407776668,32110
pilot_c_convergence,uniform,200,5,0,2354,IG,"d=6,T=0.1,t=30.0s",30.0,1021,HEURISTIC_RPD,1.794616151545364,93420
